Кат 1 ур ID;Кат 1 ур;Кат 2 ур ID;Категория;Внешний код;Артикул;Наименование;Доп. Описание;Название на русском;Описание;Цена;Валюта;Наличие;Производитель;Страна;Тип (Категория);Материал внешней части;Материал встроенных частей;Назначение;Фиксатор;Размер;Возможные размеры;Возможные цвета;В комплект входит;Основная картинка;Картинка дополнительная_1;Картинка дополнительная_2;Картинка дополнительная_3
2;Ортопедия;25;Ортопедические стельки, супинаторы;1126;1126;Comforsil CC205;Стелька с плюсневой подкладкой ;Комфорсил CC205;"<p>Стелька с плюсневой подкладкой СС205 разработана специально для женщин. Обеспечивает правильное распределение нагрузки на ноги, снимает боль и жжение в сводах стопы при ходьбе.</p>  

<h2>Показания к применению стелек СС205:</h2>
<ul>
<li>Поперечное плоскостопие;</li>
<li>Натоптыши, мозоли;</li>
<li>Эффективна после травм и в посттравматический период.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Избавляет от быстрой утомляемости ног;</li>
<li>Смягчают шаги;</li>
<li>Уменьшает ударную нагрузку со стопы;</li>
<li>Стелька СС205 оказывает микромассажное действие;</li>
<li>Обеспечивает поддержку анатомических сводов стопы.</li>
</ul>

<h3>Преимущества стелек СС205:</h3>
<ul>
<li>Стелька СС205 изготовлена из двухслойного 100% силикона с содержанием антисептика CALBENIUM®;</li> 
<li>В стельку встроен валик «Зейца», который мягко и анатомически правильно поддерживает поперечный свод стопы;</li>
<li>«Дышащий» материал делает использование стельки максимально комфортным в любое время года.</li>
</ul>

<p><b>Изделие 2-х размеров.</b></p>
";493;UAH;есть в наличии;Comforsil;Испания;Ортопедическая полустелька;Медицинский гель (силикон);;Для открытой и закрытой модельной обуви;Нет;;1, 2;Бежевый;Упаковка, Стелька с плюсневой подкладкой ;/supinatory/Comforsil_CC_205.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1678;1678;Ortex Medifoam детская;Стелька ортопедическая ;Ортекс Медифоам;"<p>Стелька детская ортопедическая Ortex Medifoam рекомендована для лечения и профилактики продольного и поперечного плоскостопия разной степени у детей. Применение стелек поддерживает ступни ребенка в правильном положении, снимает боль и жжение, разгружает суставы и делает ходьбу легкой, приятной и безболезненной.</p>

<h2>Показание к применению стельки Ortex Medifoam:</h2>
<ul>
<li>Продольное, поперечное и комбинированное плоскостопие I-III степени;</li>
<li>Заболевания позвоночника и суставов ног;</li>
<li>Интенсивные подвижные игры, бег, ходьба;</li>
<li>Отечность ног.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Стелька поглощает удары и смягчает шаги;</li>
<li> Стелька детская ортопедическая Ortex Medifoam надежно поддерживают свод стопы;</li> 
<li>Не позволяет ребенку ставить стопу неправильно;</li>
<li>Снимают нагрузку с ног.</li>
</ul>

<h3>Преимущества стельки Ortex Medifoam:</h3>
<ul>
<li>Анатомически правильная поддержка ноги;</li>  
<li>Стельки делают обувь ребенка удобнее;</li>
<li>Стельку можно обрезать, придавая ей нужную форму.</li>
</ul>

<h3>Размеры 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24.</h3>
";85;UAH;есть в наличии;Ортекс;Украина;Ортопедическая стелька-супинатор;Медицинская пена (medifoam);;Для закрытой обуви;Нет;;14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24;Бежевый;Упаковка, Стельки ортекс из медифоама;/supinatory/mediafoam_stelka_det_1.jpg;/supinatory_add/mediafoam_stelka_det_2.jpg
2;Ортопедия;25;Ортопедические стельки, супинаторы;2034;2034;Ortex Medifoam взрослая;Стелька ортопедическая ;Ортекс Медифоам;"<p>Стелька взрослая ортопедическая Ortex Medifoam рекомендована для лечения и профилактики продольного и поперечного плоскостопия, для снятия боли и усталость ног, разгрузки свода стопы и суставов голени. Применение стелек поддерживает ступни в правильном положении, снимает боль и жжение.</p>

<h2>Показание к применению стельки Ortex Medifoam:</h2>
<ul>
<li>Продольное, поперечное и комбинированное плоскостопие I-III степени;</li>
<li>Заболевания позвоночника и суставов ног;</li>
<li>Интенсивные занятия спортом, бег, ходьба;</li>
<li>Беременность;</li>
<li>Варикоз;</li>
<li>Отечность ног.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Стелька поглощает удары и смягчает шаги;</li>
<li>Стелька ортопедическая Ortex Medifoam надежно поддерживают свод стопы;</li> 
<li>Снимают нагрузку во время занятий спортом.</li>
</ul>

<h3>Преимущества стельки Ortex Medifoam:</h3>
<ul>
<li>Анатомически правильная поддержка ноги;</li>  
<li>Стельки делают обувь удобнее;</li>
<li>Стельку Ortex Medifoam можно обрезать, придавая ей нужную форму.</li>
</ul>

<h3>Размеры 25, 26, 27, 28, 29, 30, 31.</h3>
";95;UAH;есть в наличии;Ортекс;Украина;Ортопедическая стелька-супинатор;Медицинская пена (medifoam);;Для закрытой обуви;Нет;;25, 26, 27, 28, 29, 30, 31;Бежевый;Упаковка, Стельки ортекс из медифоама;/supinatory/mediafoam_stelka_vzr_1.jpg;/supinatory_add/mediafoam_stelka_vzr_2.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2806;2806;Ортофут 1 ВП-3 ;Стелька ортопедическая р.14-17;Ортофут 1 ВП-3 ;"<p>Стелька ортопедическая Ортофут ВП-3 - деторсионная комбинированная ортопедическая стелька, которая имеет место для пяточной части, выкладку продольного свода, супинатор под пятку и пронатор под передний отдел стопы.</p>

<h2>Показания к применению ортопедической стельки Ортофут ВП-3:</h2>
<ul>
<li>Пронация пятки и среднего отдела;</li>
<li>Уплощение продольного свода и супинация переднего отдела стопы (раскрученная стопа).</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Стелька поглощает удары и смягчает шаги;</li>
<li>Не позволяет ребенку неправильно ставить стопу;</li>
<li>Снимают нагрузку с ног.</li>
</ul>

<h3>Преимущества ортопедической стельки Ортофут ВП-3:</h3>
<ul>
<li>Ортопедическая стелька ВП-3 изготовлена из натуральной кожи, корригирующие элементы стельки — из каучуковой микропоры;</li>
<li>Рекомендуемый размер обуви - чаще 15-22 см (преимущественно детям до 14 лет).</li>
</ul>
";150;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;14, 14.5, 15, 15.5, 16, 16.5, 17;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_3_ORTOFUT_14-175.jpg;/supinatory_add/VP_3_ORTOFUT_14-175_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2813;2813;Ортофут 2 ВП-3 ;Стелька ортопедическая р.17.5-18;Ортофут 2 ВП-3 ;"<p>Стелька ортопедическая Ортофут ВП-3 - деторсионная комбинированная ортопедическая стелька, которая имеет место для пяточной части, выкладку продольного свода, супинатор под пятку и пронатор под передний отдел стопы.</p>

<h2>Показания к применению ортопедической стельки Ортофут ВП-3:</h2>
<ul>
<li>Пронация пятки и среднего отдела;</li>
<li>Уплощение продольного свода и супинация переднего отдела стопы (раскрученная стопа).</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Стелька поглощает удары и смягчает шаги;</li>
<li>Не позволяет ребенку неправильно ставить стопу;</li>
<li>Снимают нагрузку с ног.</li>
</ul>

<h3>Преимущества ортопедической стельки Ортофут ВП-3:</h3>
<ul>
<li>Ортопедическая стелька ВП-3 изготовлена из натуральной кожи, корригирующие элементы стельки — из каучуковой микропоры;</li>
<li>Рекомендуемый размер обуви - чаще 15-22 см (преимущественно детям до 14 лет).</li>
</ul>
";170;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;17.5, 18;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_3_ORTOFUT_175-18.jpg;/supinatory_add/VP_3_ORTOFUT_175-18_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2609;2609;Ортофут 1 ВП-2 ;Стелька ортопедическая р.14-16;Ортофут 1 ВП-2 ;"<p>Ортопедическая стелька  ВП-2 - это корригирующая стелька с супинирующим действием под продольный свод стопы и выкладку под пяточную кость. Изделие изготовлено из натуральной кожи, основной ортопедический эффект создает внутренний слой из каучуковой микропоры. Особая выкладка из этого материала в каждой модели отличается (следуйте советам ортопеда!), поэтому нужно подбирать стельку по показаниям.</p>
<p>ВП-2 используется при вальгусном плоскостопии или в целях профилактики по данному типу. Основной акцент приходиться на поддержку продольного свода стопы, направлено против поперечного плоскостопия, выкладка пяточной ямки регулирует положение стопы, исправляет вальгусную установку ног.</p>

<h2>Показания к применению ортопедических стелек ВП-2:</h2>
<ul>
<li>Вальгусная установка стоп и ее профилактика;</li>
<li>Плосковальгусная установка стоп и ее профилактика;</li>
<li>Искривление оси положения пяточной кости или голеностопного сустава.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Поддерживает продольный свод стопы;</li>
<li>Формирует положение пяточной кости;</li>
<li>Способствует развитию правильной формы ног;</li>
<li>Устраняет вальгусную установку стопы.</li>
</ul>

<h3>Преимущества Стельки ортопедической ВП-2:</h3>
<ul>
<li>Стельки легкие в уходе;</li>
<li>Имеют кожаную поверхность и в основе и на покрытии, что обеспечивает качественную аэрацию и влагоотвод;</li>
<li>Каучуковая микропора длительное время сохраняет свои ортопедические каркасные свойства.</li>
</ul>
";130;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;14, 14.5, 15, 15.5, 16;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_2_ORTOFUT_14-16.jpg;/supinatory_add/VP_2_ORTOFUT_14-16_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2614;2614;Ортофут 2 ВП-2 ;Стелька ортопедическая р.16.5-24;Ортофут 2 ВП-2 ;"<p>Ортопедическая стелька  ВП-2 - это корригирующая стелька с супинирующим действием под продольный свод стопы и выкладку под пяточную кость. Изделие изготовлено из натуральной кожи, основной ортопедический эффект создает внутренний слой из каучуковой микропоры. Особая выкладка из этого материала в каждой модели отличается (следуйте советам ортопеда!), поэтому нужно подбирать стельку по показаниям.</p>
<p>ВП-2 используется при вальгусном плоскостопии или в целях профилактики по данному типу. Основной акцент приходиться на поддержку продольного свода стопы, направлено против поперечного плоскостопия, выкладка пяточной ямки регулирует положение стопы, исправляет вальгусную установку ног.</p>

<h2>Показания к применению ортопедических стелек ВП-2:</h2>
<ul>
<li>Вальгусная установка стоп и ее профилактика;</li>
<li>Плосковальгусная установка стоп и ее профилактика;</li>
<li>Искривление оси положения пяточной кости или голеностопного сустава.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Поддерживает продольный свод стопы;</li>
<li>Формирует положение пяточной кости;</li>
<li>Способствует развитию правильной формы ног;</li>
<li>Устраняет вальгусную установку стопы.</li>
</ul>

<h3>Преимущества Стельки ортопедической ВП-2:</h3>
<ul>
<li>Стельки легкие в уходе;</li>
<li>Имеют кожаную поверхность и в основе и на покрытии, что обеспечивает качественную аэрацию и влагоотвод;</li>
<li>Каучуковая микропора длительное время сохраняет свои ортопедические каркасные свойства.</li>
</ul>
";150;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;16.5, 17, 17.5, 18, 18.5, 19, 19.5, 20, 20.5, 21, 21.5, 22, 23, 24;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_2_ORTOFUT_165-24.jpg;/supinatory_add/VP_2_ORTOFUT_165-24_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2704;2704;Ортофут 3 ВП-2 ;Стелька ортопедическая р.25-29;Ортофут 3 ВП-2 ;"<p>Ортопедическая стелька  ВП-2 - это корригирующая стелька с супинирующим действием под продольный свод стопы и выкладку под пяточную кость. Изделие изготовлено из натуральной кожи, основной ортопедический эффект создает внутренний слой из каучуковой микропоры. Особая выкладка из этого материала в каждой модели отличается (следуйте советам ортопеда!), поэтому нужно подбирать стельку по показаниям.</p>
<p>ВП-2 используется при вальгусном плоскостопии или в целях профилактики по данному типу. Основной акцент приходиться на поддержку продольного свода стопы, направлено против поперечного плоскостопия, выкладка пяточной ямки регулирует положение стопы, исправляет вальгусную установку ног.</p>

<h2>Показания к применению ортопедических стелек ВП-2:</h2>
<ul>
<li>Вальгусная установка стоп и ее профилактика;</li>
<li>Плосковальгусная установка стоп и ее профилактика;</li>
<li>Искривление оси положения пяточной кости или голеностопного сустава.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Поддерживает продольный свод стопы;</li>
<li>Формирует положение пяточной кости;</li>
<li>Способствует развитию правильной формы ног;</li>
<li>Устраняет вальгусную установку стопы.</li>
</ul>

<h3>Преимущества Стельки ортопедической ВП-2:</h3>
<ul>
<li>Стельки легкие в уходе;</li>
<li>Имеют кожаную поверхность и в основе и на покрытии, что обеспечивает качественную аэрацию и влагоотвод;</li>
<li>Каучуковая микропора длительное время сохраняет свои ортопедические каркасные свойства.</li>
</ul>
";170;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;25, 26, 27, 28, 29;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_2_ORTOFUT_25-29.jpg;/supinatory_add/VP_2_ORTOFUT_25-29_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2910;2910;Ортофут ВП-6 ;Стелька ортопедическая р.18-27;Ортофут ВП-6 ;"<p>Ортопедическая стелька ВП-6 имеет место для пяточного отдела стопы, выкладку внутреннего и наружного продольных сводов (геленки) и выкладку поперечного свода для разгрузки болезненных пучков и натоптышей. В зависимости от установки пяточного отдела стопы стелька ВП-6 может быть дополнена пяточным супинатором или пяточным пронатором.<p>

<h2>Показания к применению ортопедических стелек ВП-6:</h2>
<ul>
<li>Поперечная распластанность переднего отдела стопы;</li>
<li>Уплощение продольного свода;</li>
<li>Небольшие натоптыши;</li>
<li>Отведение большого пальца стопы кнаружи.</li>
</ul>
";230;UAH;есть в наличии;Ортофут;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;18, 19, 20, 21, 22, 23, 24, 25, 26, 27;Бежевый;Упаковка, Стельки ортопедические;/supinatory/VP_6_stelka.jpg;/supinatory_add/VP_6_stelka_1.jpg;/supinatory_add/VP_6_stelka_2.jpg
2;Ортопедия;25;Ортопедические стельки, супинаторы;1585;1585;Ортекс К;Стелька ортопедическая кожаная р.22-23;Ортекс К  ;"<p>Стельки ортопедические кожаные Ortex используются для профилактики и лечения плоскостопия и других заболеваний стоп у детей. Изготовлены из натуральной кожи.</p>

<h2>Показания к применению ортопедических стелек кожаных Ortex:</h2>
<ul>
<li>Кожаные ортопедические стельки рекомендуются детям для лечения и профилактики поперечного и продольного плоскостопия;</li>
<li>Способствует снижению отеков, останавливает варикозное расширение вен.</li>
</ul>

<h3>Преимущества ортопедических стелек кожаных Ortex:</h3>
<ul>
<li>Супинатор продольного и поперечного свода стопы;</li>
<li>Подходят для любого вида обуви;</li>
<li>Изготовлены из натурального материала (кожа).</li>
</ul>
";110;UAH;есть в наличии;Ортекс;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;22, 23;Бежевый;Упаковка, Стельки ортопедические;/supinatory/Stelka_koja_ORTEX.jpg;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2878;2878;Ортекс С;Стелька ортопедическая кожаная р.14-28;Ортекс С ;"<p>Стельки ортопедические Ортекс-С кожа используются для профилактики и лечения плоскостопия и других заболеваний стоп у детей. Изготовлены из натуральной кожи.</p>

<h2>Показания к применению ортопедических стелек Ортекс-С кожа:</h2>
<ul>
<li>Кожаные ортопедические стельки рекомендуются детям для лечения и профилактики поперечного и продольного плоскостопия;</li>
<li>Способствует снижению отеков, останавливает варикозное расширение вен.</li>
</ul>

<h3>Преимущества ортопедических стелек Ортекс-С кожа:</h3>
<ul>
<li>Супинатор продольного и поперечного свода стопы;</li>
<li>Подходят для любого вида обуви;</li>
<li>Изготовлены из натурального материала(кожа).</li>
</ul>
";120;UAH;есть в наличии;Ортекс;Украина;Ортопедическая стелька;Натуральная кожа;;Для закрытой обуви;Нет;;14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28;Бежевый;Упаковка, Стельки ортопедические;/supinatory/Stelka_koja_S_ORTEX.jpg;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1535;1535;Pedag De Luxe - 123;Полустелька-супинатор ;Педаг Де Люкс -123;"<p>Полустелька-супинатор De Luxe PDG-123, Pedag (Германия) – это надежная поддержка для растоптанных, вывернутых наружу ступней, когда после небольшого времени пребывания на ногах появляются боли и ощущение жжения коленных чашечек, и ходьба становиться истинной пыткой. Полустелька-супинатор De Luxe PDG-123 – это прочная изысканная полустелька, 3/4 длины стопы, для любой обуви (в том числе с каблуком до 4 см), из натуральной кожи, имеет антибактериальную пропитку Sanitized® и клеевой фиксатор. Полустелька De Luxe PDG-123 имеет супинатор из вспененного латекса, что показано при диабетической стопе, а также удлиненный бугорок до середины пяты с плюсневой (метатарзальной) подушкой для разгрузки поперечного свода стопы и уменьшения болевых ощущений.</p>

<h2>Показание к применению полустельки-супинатора De Luxe PDG-123:</h2>
<ul>
<li>Лечение и профилактика болезней стопы, ног и позвоночника;</li>
<li>Продольное и поперечное, комбинированное и фиксированное плоскостопие II-III степени;</li>
<li>Деформации стоп;</li>
<li>De Luxe PDG-123 показано при диабетической стопе, заболеваниях позвоночника и избыточном весе;</li> 
<li>Профилактика артрозов, болей, отеков;</li>
<li>Отечность нижних конечностей, варикозное расширение вен;</li>
<li>Натоптыши, мозоли.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Мягкая поддерживает продольный свод стопы и снимает ударную нагрузку с плюснефаланговой области;</li>
<li>Разгружает мышцы голени;</li> 
<li>Препятствует возникновению боли при ходьбе;</li> 
<li>Поглощают влагу и продлевают жизнь обуви, хорошо вентилируют воздух.</li>
</ul>

<h3>Преимущества полустельки-супинатора De Luxe PDG-123:</h3>
<ul>
<li>Из натуральной кожи, антибактериальная пропитка Sanitized®;</li>
<li>Подходит для модельной обуви (в том числе открытой и с каблуком выше 4 см.), есть клеевой фиксатор;</li> 
<li>Плюсневая (метатарзальная) подушка и супинатор из вспененного латекса, идеальна при ""диабетической стопе"".</li>
</ul>

<h3>Размеры 35, 36, 37, 38, 39, 40, 41, 42.</h3>
";227;UAH;есть в наличии;Pedag;Германия;Ортопедическая полустелька-супинатор;Натуральная кожа с антибактериальной пропиткой Sanitized®;Супинатор из вспененного латекса;Для открытой и закрытой модельной обуви;Клеевой фиксатор;;36, 37, 38, 39, 40, 41, 42;Кориневый;Упаковка, Полустельки-супинаторы;/supinatory/Pedag_De_Luxe-123.jpg;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1474;1474;Pedag Lady -121;Полустелька-супинатор в модельную обувь ;Педаг Леди -121;"<p>Полустелька-супинатор в модельную обувь Lady PDG-121, Pedag (Германия) – экстралегкая тонкая дышащая полустелька для использования в модельной обуви на каблуке выше 7 см. Изготовлена из мягкой воздухопроницаемой овчины, имеет плюсневую (метатарзальную) подушечку из мягкого латекса для предотвращения распластанности стоп. Полустелька-супинатор в модельную обувь Lady PDG-121 имеет мягкий супинатор, поддерживает ноги в анатомическом положении, предотвращает нагрузку на колени и голень, препятствует напряжению и болям. Полустелька идеальная компаньонка для деловых женщин, которые постоянно в движении.</p>

<h2>Показание к применению полустельки-супинатора в модельную обувь Lady PDG-121:</h2>
<ul>
<li>Лечение и профилактика болезней стопы, ног и позвоночника;</li>
<li>Поперечное плоскостопие;</li>
<li>Распластанность переднего отдела стопы;</li>
<li>Мозоли и натоптыши в переднем отделе стопы;</li>
<li>Варикозное расширение вен;</li>
<li>Склонность к отечности ног.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Мягкая латексная подушка поддерживает поперечный свод стопы, уменьшает нагрузку на плюснефаланговый отдел стопы, облегчает боль при длительном хождении на каблуках выше 7см;</li>
<li>Амортизирует шаги и равномерно распределяет нагрузку на ноги при ходьбе;</li>
<li>Восстанавливает балансировочную функцию стоп;</li>
<li>Разгружает мышцы голени;</li>
<li>Lady PDG-121 уменьшает боль при многих заболеваниях позвоночника, нижних конечностей и суставов.</li>
</ul>

<h3>Преимущества полустельки-супинатора в модельную обувь Lady PDG-121:</h3>
<ul>
<li>Изготовлена из воздухопроницаемой овчины, регулирует температуру внутри обуви;</li>
<li>Благодаря форме с открытым носом может использоваться в открытой модельной обуви на каблуке выше 7 см;</li> 
<li>Плюсневая (метатарзальная) подушка изготовлена из мягкого латекса.</li>
</ul>

<h3>Размеры 35, 36, 37, 38, 39, 40, 41, 42.</h3>
";185;UAH;есть в наличии;Pedag;Германия;Ортопедическая полустелька-супинатор;Воздухопроницаемая овчина;Плюсневая (метатарзальная) подушка из мягкого латекса;Для открытой и закрытой модельной обуви;Нет;;35, 36, 37, 38, 39, 40, 41, 42;Бежевый;Упаковка, Полустельки-супинаторы в модельную обувь;/supinatory/Pedag_Lady-121.jpg;;
2;Ортопедия;25;Ортопедические стельки, супинаторы;2700;2700;Pedag Correct – 129;Подпяточник корректирующий при неравномерном снашивании ;Пераг Коррект - 129;"<p>Подпяточник Pedag Correct – 129 создан специально для коррекции положения пятки, угла ее наклона, относительно основной оси. Коррекция и время его воздействия во многом зависит от возроста и степени устоявшегося стериотипа ходьбы. В случае если подпяточник не окажет ортопедическое действие, он выполнит «наружную работу», отрегулирует неравномерное снашивание обуви, сохранит внешнюю привлекательность Вашей обуви. Поверхность подпяточника изготовлена из перфорированной кожи, обеспечивает свободное кожное дыхание; косой срез изготовлен из вулканизированного латекса, имеет небольшое свойство амортизации. Рекомендовано для регулирования О-образной и Х-образной формы ног на ранних стадиях.</p>

<h2>Показания к подпяточнику Pedag Correct – 129:</h2>
<ul>
<li>Х-образная, О-образная форма ног;</li>
<li>При однобоком стирании каблука, неравномерном снашивании обуви в целом;</li>
<li>Выравнивания положения пяточной кости;</li>
<li>Выравнивания положения оси голеностопного сустава.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Уравновешивает положение пяточной кости;</li>
<li>Придает амортизации пяточной кости;</li>
<li>Исправляет искривление в голеностопном суставе;</li>
<li>Формирует правильное положение костей голени по отношению к вертикальной оси тела;</li>
<li>Оберегает Вашу обувь.</li>
</ul>

<h3>Преимущества подпяточника Pedag Correct – 129:</h3>
<ul>
<li>Подпяточник Pedag Correct – 129 имеет кожаное покрытие, натуральные материалы менее аллергены, имеют хорошую влаго- и водопроницаемость;</li>
<li>Изделие практически не имеет аналогов, просто и уникально одновременно;</li>
<li>Оказывает и ортопедический эффект и визуальную эстетику;</li>
<li>Может использоваться как вкладка под внутреннюю стельку;</li>
<li>Подпяточник имеет клейкое основание, благодаря которому фиксируется в обуви;</li>
<li>Не занимает большой площади в обуви, не требует большего размера от привычной обуви.</li>
</ul> 

";134;UAH;есть в наличии;Pedag;Германия;Ортопедический подпяточник;Натуральная кожа;Вулканизированный латекс;Для закрытой обуви;Нет;;S, XL;Бежевый;Упаковка, Полустельки-супинаторы в модельную обувь;/supinatory/Pedag_Correct_129.jpg;/supinatory_add/Pedag_Correct_129_1.jpg;
2;Ортопедия;25;Ортопедические стельки, супинаторы;1455;1455;Pedag Classic -184;Каркасная ортопедическая стелька ;Педаг Классик -184;"<p>Каркасная ортопедическая стелька Classic PDG-184, Pedag (Германия) – воздухопроницаемая гигиеническая анатомической формы стелька с активированным углем для закрытой обуви с жестким каркасом, имеет мягкую латексную плюсневую (метатарзальную) подушку, выкладку внутреннего и наружного продольных сводов и гнездо для пятки с подушечкой. Стелька Classic PDG-184 разгружает стопы, снимает боль и расслабляет мышцы голени. Каркасная ортопедическая стелька Classic PDG-184 изготовлена из натуральной воздухопроницаемой кожи, которая поглощает влагу, имеет фильтр с активированным углем, нейтрализует запахи и сохраняет обувь свежей. После ношения каркасную ортопедическую стельку Classic PDG-184 необходимо просушить и проветрить.</p>

<h2>Показание к применению каркасной ортопедической стельки Classic PDG-184:</h2>
<ul>
<li>Продольное и поперечное плоскостопие;</li>
<li>Поперечная распластанность переднего отдела стопы;</li>
<li>Уплощение продольного свода стопы;</li>
<li>Натоптыши;</li> 
<li>Вальгусная деформация большого пальца стопы;</li> 
<li>Неправильная установка пяточного отдела стопы;</li>
<li>Заболевание позвоночника, суставов и нижних конечностей;</li>
<li>Варикозное расширение вен;</li>
<li>Отечность ног;</li>
<li>Беременность;</li>
<li>Избыточная масса тела.</li>
</ul>

<h2>Действие:</h2>
<ul>
<li>Анатомически сформированный износостойкий пластиковый каркас стельки Classic PDG-184 уменьшает нагрузку и расслабляет напряженные ноги;</li> 
<li>Мягкая плюсневая (метатарзальная) подушка из вспененного латекса не не вызывает аллергию;</li>
<li>Снижает боль при ходьбе;</li> 
<li>Латексный подпяточник имеет анатомическую форму и удерживает пятку в гнезде, обеспечивает максимальную амортизацию нагрузки на пятку.</li>
</ul>

<h3>Преимущества каркасной ортопедической стельки Classic PDG-184:</h3>
<ul>
<li>Воздухопроницаемая натуральная кожа с антибактериальной пропиткой обеззараживает ноги от бактерий, грибков, поглощает влагу;</li>
<li>Слой высокого качества активированного угля, (без латекса!) нейтрализует запах, ноги «дышат»;</li>
<li>Classic PDG-184 обеспечивает оптимальную гигиену ног.</li>
</ul>

<h3>Размеры 35, 36, 37, 38, 39, 40, 41, 42.</h3>
";350;UAH;есть в наличии;Pedag;Германия;Каркасная стелька;Натуральная кожа с антибактериальной пропиткой ;Слой активированного угля, Латексный подпяточник и плюсневая подушка ;Для закрытой обуви;Нет;;35, 36, 37, 38, 39, 40, 41, 42;Натуральной кожи;Упаковка, Каркасные ортопедические стельки ;/supinatory/Pedag_Classic-184.jpg;;
